date,Price,Country,Price_7d,Price_14d,Price_21d,Price_28d,Price_7d_der,Price_14d_der,Price_21d_der,Price_28d_der,Month,Day,target
2018-01-16,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,16,27.75
2018-01-17,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,17,27.75
2018-01-18,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,18,27.75
2018-01-19,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,19,44.63
2018-01-20,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,20,60.230000000000004
2018-01-21,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,21,60.230000000000004
2018-01-22,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,22,60.230000000000004
2018-01-23,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,23,60.230000000000004
2018-01-24,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,24,60.230000000000004
2018-01-25,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,25,60.230000000000004
2018-01-26,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,26,60.230000000000004
2018-01-27,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,27,60.230000000000004
2018-01-28,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,28,60.230000000000004
2018-01-29,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,29,60.230000000000004
2018-01-30,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,30,111.97
2018-01-31,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,1,31,111.97
2018-02-01,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,1,111.97
2018-02-02,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,2,111.97
2018-02-03,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,3,111.97
2018-02-04,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,4,111.97
2018-02-05,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,5,111.97
2018-02-06,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,6,111.97
2018-02-07,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,7,111.97
2018-02-08,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,8,111.97
2018-02-09,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,9,111.97
2018-02-10,0.0,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,10,111.97
2018-02-11,27.75,Australia,0.0,-1.7763568394002505e-15,-1.7763568394002505e-15,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2,11,84.22
2018-02-12,0.0,Australia,27.75,27.75,27.75,27.75,3.9642857142857144,1.9821428571428572,1.3214285714285714,0.9910714285714286,2,12,84.22
2018-02-13,0.0,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,13,84.22
2018-02-14,0.0,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,14,84.22
2018-02-15,0.0,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,15,84.22
2018-02-16,0.0,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,16,84.22
2018-02-17,0.0,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,17,84.22
2018-02-18,16.880000000000003,Australia,27.75,27.75,27.75,27.75,0.0,0.0,0.0,0.0,2,18,70.24000000000001
2018-02-19,15.600000000000001,Australia,16.880000000000003,44.63,44.63,44.63,-1.5528571428571425,1.205714285714286,0.803809523809524,0.602857142857143,2,19,54.64000000000001
2018-02-20,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,2.2285714285714286,1.1142857142857143,0.7428571428571429,0.5571428571428572,2,20,54.64000000000001
2018-02-21,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,21,54.64000000000001
2018-02-22,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,22,54.64000000000001
2018-02-23,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,23,54.64000000000001
2018-02-24,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,24,54.64000000000001
2018-02-25,0.0,Australia,32.480000000000004,60.230000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,25,54.64000000000001
2018-02-26,0.0,Australia,15.600000000000001,32.480000000000004,60.230000000000004,60.230000000000004,-2.411428571428572,-1.9821428571428572,0.0,0.0,2,26,54.64000000000001
2018-02-27,0.0,Australia,0.0,32.480000000000004,60.230000000000004,60.230000000000004,-2.2285714285714286,0.0,0.0,0.0,2,27,54.64000000000001
2018-02-28,0.0,Australia,0.0,32.480000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,2,28,54.64000000000001
2018-03-01,51.739999999999995,Australia,0.0,32.480000000000004,60.230000000000004,60.230000000000004,0.0,0.0,0.0,0.0,3,1,2.900000000000013
2018-03-02,0.0,Australia,51.739999999999995,84.22,111.97,111.97,7.391428571428571,3.6957142857142853,2.4638095238095237,1.8478571428571426,3,2,2.900000000000013
2018-03-03,0.0,Australia,51.739999999999995,84.22,111.97,111.97,0.0,0.0,0.0,0.0,3,3,2.900000000000013
2018-03-04,0.0,Australia,51.739999999999995,84.22,111.97,111.97,0.0,0.0,0.0,0.0,3,4,2.900000000000013
2018-03-05,0.0,Australia,51.739999999999995,67.34,84.22,111.97,0.0,-1.205714285714286,-1.3214285714285714,0.0,3,5,2.900000000000013
2018-03-06,0.0,Australia,51.739999999999995,51.74,84.22,111.97,0.0,-1.1142857142857143,0.0,0.0,3,6,13.730000000000013
2018-03-07,0.0,Australia,51.739999999999995,51.74,84.22,111.97,0.0,0.0,0.0,0.0,3,7,13.730000000000013
2018-03-08,0.0,Australia,51.739999999999995,51.74,84.22,111.97,0.0,0.0,0.0,0.0,3,8,13.730000000000013
2018-03-09,0.0,Australia,0.0,51.74,84.22,111.97,-7.391428571428571,0.0,0.0,0.0,3,9,13.730000000000013
2018-03-10,0.0,Australia,0.0,51.74,84.22,111.97,0.0,0.0,0.0,0.0,3,10,13.730000000000013
2018-03-11,0.0,Australia,0.0,51.74,84.22,111.97,0.0,0.0,0.0,0.0,3,11,13.730000000000013
2018-03-12,0.0,Australia,0.0,51.74,67.34,84.22,0.0,0.0,-0.803809523809524,-0.9910714285714286,3,12,13.730000000000013
2018-03-13,0.0,Australia,0.0,51.74,51.74,84.22,0.0,0.0,-0.7428571428571429,0.0,3,13,13.730000000000013
2018-03-14,0.0,Australia,0.0,51.74,51.74,84.22,0.0,0.0,0.0,0.0,3,14,13.730000000000013
2018-03-15,0.0,Australia,0.0,51.74,51.74,84.22,0.0,0.0,0.0,0.0,3,15,13.730000000000013
2018-03-16,0.0,Australia,0.0,7.105427357601002e-15,51.74,84.22,0.0,-3.6957142857142853,0.0,0.0,3,16,13.730000000000013
2018-03-17,0.0,Australia,0.0,7.105427357601002e-15,51.74,84.22,0.0,0.0,0.0,0.0,3,17,13.730000000000013
2018-03-18,0.0,Australia,0.0,7.105427357601002e-15,51.74,84.22,0.0,0.0,0.0,0.0,3,18,13.730000000000013
2018-03-19,0.0,Australia,0.0,7.105427357601002e-15,51.74,67.34,0.0,0.0,0.0,-0.602857142857143,3,19,13.730000000000013
2018-03-20,2.9,Australia,0.0,7.105427357601002e-15,51.74,51.74,0.0,0.0,0.0,-0.5571428571428572,3,20,10.830000000000013
2018-03-21,0.0,Australia,2.9,2.900000000000007,54.64,54.64,0.41428571428571426,0.20714285714285713,0.1380952380952381,0.10357142857142858,3,21,10.830000000000013
2018-03-22,0.0,Australia,2.9,2.900000000000007,54.64,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,22,10.830000000000013
2018-03-23,0.0,Australia,2.9,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,-2.4638095238095237,1.586032892321652e-17,3,23,10.830000000000013
2018-03-24,0.0,Australia,2.9,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,24,10.830000000000013
2018-03-25,0.0,Australia,2.9,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,25,46.08000000000001
2018-03-26,0.0,Australia,2.9,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,26,46.08000000000001
2018-03-27,0.0,Australia,2.9,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,27,46.08000000000001
2018-03-28,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,54.64,-0.41428571428571426,0.0,0.0,1.586032892321652e-17,3,28,46.08000000000001
2018-03-29,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,54.64,0.0,0.0,0.0,1.586032892321652e-17,3,29,46.08000000000001
2018-03-30,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,-1.8478571428571426,3,30,46.08000000000001
2018-03-31,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,0.0,3,31,46.08000000000001
2018-04-01,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,0.0,4,1,46.08000000000001
2018-04-02,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,0.0,4,2,46.08000000000001
2018-04-03,0.0,Australia,0.0,2.900000000000007,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,0.0,4,3,2234.3999999999996
2018-04-04,0.0,Australia,0.0,7.105427357601002e-15,2.9000000000000057,2.9000000000000057,0.0,-0.20714285714285713,0.0,0.0,4,4,2234.3999999999996
2018-04-05,10.83,Australia,0.0,7.105427357601002e-15,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0,0.0,4,5,2223.5699999999997
2018-04-06,0.0,Australia,10.83,10.830000000000007,13.730000000000006,13.730000000000006,1.5471428571428572,0.7735714285714286,0.5157142857142857,0.3867857142857143,4,6,2223.5699999999997
2018-04-07,0.0,Australia,10.83,10.830000000000007,13.730000000000006,13.730000000000006,0.0,0.0,0.0,0.0,4,7,2223.5699999999997
2018-04-08,0.0,Australia,10.83,10.830000000000007,13.730000000000006,13.730000000000006,0.0,0.0,0.0,0.0,4,8,2223.5699999999997
2018-04-09,0.0,Australia,10.83,10.830000000000007,13.730000000000006,13.730000000000006,0.0,0.0,0.0,0.0,4,9,2223.5699999999997
2018-04-10,0.0,Australia,10.83,10.830000000000007,13.730000000000006,13.730000000000006,0.0,0.0,0.0,0.0,4,10,2223.5699999999997
2018-04-11,0.0,Australia,10.83,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,-0.1380952380952381,0.0,4,11,2223.5699999999997
2018-04-12,0.0,Australia,10.83,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,0.0,0.0,4,12,2223.5699999999997
2018-04-13,0.0,Australia,0.0,10.830000000000007,10.830000000000005,13.730000000000006,-1.5471428571428572,0.0,0.0,0.0,4,13,2223.5699999999997
2018-04-14,0.0,Australia,0.0,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,0.0,0.0,4,14,2223.5699999999997
2018-04-15,0.0,Australia,0.0,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,0.0,0.0,4,15,2223.5699999999997
2018-04-16,0.0,Australia,0.0,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,0.0,0.0,4,16,2223.5699999999997
2018-04-17,0.0,Australia,0.0,10.830000000000007,10.830000000000005,13.730000000000006,0.0,0.0,0.0,0.0,4,17,2223.5699999999997
2018-04-18,0.0,Australia,0.0,10.830000000000007,10.830000000000005,10.830000000000005,0.0,0.0,0.0,-0.10357142857142856,4,18,2323.62
2018-04-19,0.0,Australia,0.0,10.830000000000007,10.830000000000005,10.830000000000005,0.0,0.0,0.0,0.0,4,19,2323.62
2018-04-20,0.0,Australia,0.0,7.105427357601002e-15,10.830000000000005,10.830000000000005,0.0,-0.7735714285714286,0.0,0.0,4,20,2323.62
2018-04-21,0.0,Australia,0.0,7.105427357601002e-15,10.830000000000005,10.830000000000005,0.0,0.0,0.0,0.0,4,21,2331.1099999999997
2018-04-22,0.0,Australia,0.0,7.105427357601002e-15,10.830000000000005,10.830000000000005,0.0,0.0,0.0,0.0,4,22,2331.1099999999997
2018-04-23,0.0,Australia,0.0,7.105427357601002e-15,10.830000000000005,10.830000000000005,0.0,0.0,0.0,0.0,4,23,2331.1099999999997
2018-04-24,35.25,Australia,0.0,7.105427357601002e-15,10.830000000000005,10.830000000000005,0.0,0.0,0.0,0.0,4,24,2295.8599999999997
2018-04-25,0.0,Australia,35.25,35.25000000000001,46.080000000000005,46.080000000000005,5.035714285714286,2.517857142857143,1.6785714285714286,1.2589285714285714,4,25,2295.8599999999997
2018-04-26,0.0,Australia,35.25,35.25000000000001,46.080000000000005,46.080000000000005,0.0,0.0,0.0,0.0,4,26,2295.8599999999997
2018-04-27,0.0,Australia,35.25,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,-0.5157142857142857,0.0,4,27,2295.8599999999997
2018-04-28,0.0,Australia,35.25,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,0.0,0.0,4,28,2295.8599999999997
2018-04-29,0.0,Australia,35.25,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,0.0,0.0,4,29,2295.8599999999997
2018-04-30,0.0,Australia,35.25,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,0.0,0.0,4,30,2295.8599999999997
2018-05-01,0.0,Australia,35.25,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,0.0,0.0,5,1,2295.8599999999997
2018-05-02,0.0,Australia,0.0,35.25000000000001,35.25000000000001,46.080000000000005,-5.035714285714286,0.0,0.0,0.0,5,2,2304.3599999999997
2018-05-03,2188.3199999999997,Australia,0.0,35.25000000000001,35.25000000000001,46.080000000000005,0.0,0.0,0.0,0.0,5,3,116.03999999999996
2018-05-04,0.0,Australia,2188.3199999999997,2223.5699999999997,2223.5699999999997,2223.5699999999997,312.6171428571428,156.3085714285714,104.20571428571427,77.7675,5,4,116.03999999999996
2018-05-05,0.0,Australia,2188.3199999999997,2223.5699999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,5,116.03999999999996
2018-05-06,0.0,Australia,2188.3199999999997,2223.5699999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,6,116.03999999999996
2018-05-07,0.0,Australia,2188.3199999999997,2223.5699999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,7,141.98999999999995
2018-05-08,0.0,Australia,2188.3199999999997,2223.5699999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,8,141.98999999999995
2018-05-09,0.0,Australia,2188.3199999999997,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,-2.517857142857143,0.0,2.6010939434075094e-15,5,9,141.98999999999995
2018-05-10,0.0,Australia,2188.3199999999997,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,10,141.98999999999995
2018-05-11,0.0,Australia,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,-312.6171428571428,0.0,0.0,2.6010939434075094e-15,5,11,141.98999999999995
2018-05-12,0.0,Australia,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,12,141.98999999999995
2018-05-13,0.0,Australia,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,13,141.98999999999995
2018-05-14,0.0,Australia,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,14,141.98999999999995
2018-05-15,0.0,Australia,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,15,141.98999999999995
2018-05-16,0.0,Australia,0.0,2188.3199999999997,2188.3199999999997,2223.5699999999997,0.0,0.0,-1.6785714285714286,2.6010939434075094e-15,5,16,141.98999999999995
2018-05-17,0.0,Australia,0.0,2188.3199999999997,2188.3199999999997,2223.5699999999997,0.0,0.0,0.0,2.6010939434075094e-15,5,17,141.98999999999995
2018-05-18,100.05000000000001,Australia,0.0,0.0,2188.3199999999997,2223.5699999999997,0.0,-156.3085714285714,0.0,2.6010939434075094e-15,5,18,41.93999999999994
2018-05-19,0.0,Australia,100.05000000000001,100.05000000000001,2288.37,2323.62,14.292857142857144,7.146428571428585,4.764285714285715,3.573214285714289,5,19,41.93999999999994
2018-05-20,0.0,Australia,100.05000000000001,100.05000000000001,2288.37,2323.62,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,20,41.93999999999994
2018-05-21,7.49,Australia,100.05000000000001,100.05000000000001,2288.37,2323.62,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,21,60.28999999999994
2018-05-22,0.0,Australia,107.54,107.54,2295.8599999999997,2331.1099999999997,1.07,0.5350000000000122,0.3566666666666667,0.26750000000000257,5,22,60.28999999999994
2018-05-23,0.0,Australia,107.54,107.54,2295.8599999999997,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,-1.258928571428569,5,23,60.28999999999994
2018-05-24,0.0,Australia,107.54,107.54,2295.8599999999997,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,24,60.28999999999994
2018-05-25,0.0,Australia,107.54,107.54,107.53999999999996,2295.8599999999997,0.0,1.2180732613030288e-14,-104.20571428571427,2.5376526277146436e-15,5,25,60.28999999999994
2018-05-26,0.0,Australia,7.489999999999995,107.54,107.53999999999996,2295.8599999999997,-14.292857142857144,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,26,60.28999999999994
2018-05-27,0.0,Australia,7.489999999999995,107.54,107.53999999999996,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,27,60.28999999999994
2018-05-28,0.0,Australia,7.489999999999995,107.54,107.53999999999996,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,28,306.69999999999976
2018-05-29,0.0,Australia,-5.329070518200751e-15,107.54,107.53999999999996,2295.8599999999997,-1.07,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,29,313.44999999999976
2018-05-30,0.0,Australia,-5.329070518200751e-15,107.54,107.53999999999996,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,30,313.44999999999976
2018-05-31,0.0,Australia,-5.329070518200751e-15,107.54,107.53999999999996,2295.8599999999997,0.0,1.2180732613030288e-14,0.0,2.5376526277146436e-15,5,31,313.44999999999976
2018-06-01,8.5,Australia,-5.329070518200751e-15,107.54,107.53999999999996,107.53999999999996,0.0,1.2180732613030288e-14,0.0,-78.1542857142857,6,1,304.94999999999976
2018-06-02,0.0,Australia,8.499999999999995,15.989999999999995,116.03999999999996,116.03999999999996,1.2142857142857142,-6.539285714285703,0.40476190476190477,0.30357142857142855,6,2,304.94999999999976
2018-06-03,0.0,Australia,8.499999999999995,15.989999999999995,116.03999999999996,116.03999999999996,0.0,1.2180732613030288e-14,0.0,0.0,6,3,373.14999999999975
2018-06-04,0.0,Australia,8.499999999999995,15.989999999999995,116.03999999999996,116.03999999999996,0.0,1.2180732613030288e-14,0.0,0.0,6,4,373.14999999999975
2018-06-05,0.0,Australia,8.499999999999995,8.499999999999995,116.03999999999996,116.03999999999996,0.0,-0.5349999999999878,0.0,0.0,6,5,373.14999999999975
2018-06-06,25.950000000000003,Australia,8.499999999999995,8.499999999999995,116.03999999999996,116.03999999999996,0.0,1.2180732613030288e-14,0.0,0.0,6,6,347.19999999999976
2018-06-07,0.0,Australia,34.449999999999996,34.449999999999996,141.98999999999995,141.98999999999995,3.7071428571428577,1.8535714285714409,1.2357142857142858,0.9267857142857144,6,7,347.19999999999976
2018-06-08,0.0,Australia,34.449999999999996,34.449999999999996,141.98999999999995,141.98999999999995,0.0,1.2180732613030288e-14,0.0,0.0,6,8,347.19999999999976
2018-06-09,0.0,Australia,25.949999999999996,34.449999999999996,41.93999999999994,141.98999999999995,-1.2142857142857142,1.2180732613030288e-14,-4.764285714285715,0.0,6,9,347.19999999999976
2018-06-10,0.0,Australia,25.949999999999996,34.449999999999996,41.93999999999994,141.98999999999995,0.0,1.2180732613030288e-14,0.0,0.0,6,10,347.19999999999976
2018-06-11,0.0,Australia,25.949999999999996,34.449999999999996,41.93999999999994,141.98999999999995,0.0,1.2180732613030288e-14,0.0,0.0,6,11,359.94999999999976
2018-06-12,0.0,Australia,25.949999999999996,34.449999999999996,34.44999999999994,141.98999999999995,0.0,1.2180732613030288e-14,-0.3566666666666667,0.0,6,12,359.94999999999976
2018-06-13,0.0,Australia,25.949999999999996,34.449999999999996,34.44999999999994,141.98999999999995,0.0,1.2180732613030288e-14,0.0,0.0,6,13,383.14999999999975
2018-06-14,0.0,Australia,-7.105427357601002e-15,34.449999999999996,34.44999999999994,141.98999999999995,-3.7071428571428577,1.2180732613030288e-14,0.0,0.0,6,14,383.14999999999975
2018-06-15,0.0,Australia,-7.105427357601002e-15,34.449999999999996,34.44999999999994,141.98999999999995,0.0,1.2180732613030288e-14,0.0,0.0,6,15,383.14999999999975
2018-06-16,0.0,Australia,-7.105427357601002e-15,25.949999999999996,34.44999999999994,41.93999999999994,0.0,-0.607142857142845,0.0,-3.573214285714286,6,16,383.14999999999975
2018-06-17,0.0,Australia,-7.105427357601002e-15,25.949999999999996,34.44999999999994,41.93999999999994,0.0,1.2180732613030288e-14,0.0,0.0,6,17,383.14999999999975
2018-06-18,0.0,Australia,-7.105427357601002e-15,25.949999999999996,34.44999999999994,41.93999999999994,0.0,1.2180732613030288e-14,0.0,0.0,6,18,383.14999999999975
2018-06-19,0.0,Australia,-7.105427357601002e-15,25.949999999999996,34.44999999999994,34.44999999999994,0.0,1.2180732613030288e-14,0.0,-0.2675,6,19,383.14999999999975
2018-06-20,25.84,Australia,-7.105427357601002e-15,25.949999999999996,34.44999999999994,34.44999999999994,0.0,1.2180732613030288e-14,0.0,0.0,6,20,357.3099999999998
